logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene.stable.ID	Gene.name	Gene.description
-1.77235553220186	6.65534295206577	-7.96255276471523	5.37252707060871e-07	0.000264352353787992	6.51041852827054	ENSMUSG00000112148	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A [Source:MGI Symbol;Acc:MGI:102701]
-0.872317097716962	8.46830387341725	-7.96095040812314	5.38670104509409e-07	0.000264352353787992	6.39040475332085	ENSMUSG00000021109	Hif1a	hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]
0.812718828317785	8.2699924670082	7.77114736476575	7.37695401873915e-07	0.000349540431625844	6.09885683221963	ENSMUSG00000017561	Crlf3	cytokine receptor-like factor 3 [Source:MGI Symbol;Acc:MGI:1860086]
1.34797116828929	7.26991268141896	7.70968904176216	8.1757410971196e-07	0.000374476194718401	6.08330691129367	ENSMUSG00000020978	Klhdc2	kelch domain containing 2 [Source:MGI Symbol;Acc:MGI:1916804]
-0.802641414882352	9.94189221127264	-7.57573243303625	1.02468461759069e-06	0.000454199720332698	5.54434774781939	ENSMUSG00000049775	Tmsb4x	thymosin, beta 4, X chromosome [Source:MGI Symbol;Acc:MGI:99510]
0.841971603788171	9.12515563848793	7.53006305054674	1.1072775628427e-06	0.000469220438063445	5.50118233842514	ENSMUSG00000026581	Sell	selectin, lymphocyte [Source:MGI Symbol;Acc:MGI:98279]
-1.44466973124314	8.59308731594968	-7.51975409833588	1.12686663678726e-06	0.000469220438063445	5.65024577648314	ENSMUSG00000030149	Klrk1	killer cell lectin-like receptor subfamily K, member 1 [Source:MGI Symbol;Acc:MGI:1196250]
-1.54350176769005	5.64726929290097	-7.47933037662763	1.20724528816586e-06	0.000487904632490796	5.68003562794049	ENSMUSG00000029084	Cd38	CD38 antigen [Source:MGI Symbol;Acc:MGI:107474]
-2.81124716904511	9.46832679603711	-7.43928781826474	1.29279311838544e-06	0.000503967219524384	5.45790762424794	ENSMUSG00000015437	Gzmb	granzyme B [Source:MGI Symbol;Acc:MGI:109267]
1.36025272735609	8.95491568809351	7.42698039098633	1.32034203499584e-06	0.000503967219524384	5.35434769343536	ENSMUSG00000037944	Ccr7	chemokine (C-C motif) receptor 7 [Source:MGI Symbol;Acc:MGI:103011]
-0.78444867840456	9.91871081712719	-7.19884725189961	1.95893350595345e-06	0.000714627279911249	4.89401360137481	ENSMUSG00000004612	Nkg7	natural killer cell group 7 sequence [Source:MGI Symbol;Acc:MGI:1931250]
0.88215142735752	8.29952448586937	7.19379961199418	1.97626349149461e-06	0.000714627279911249	5.0865967275491	ENSMUSG00000022696	Sidt1	SID1 transmembrane family, member 1 [Source:MGI Symbol;Acc:MGI:2443155]
-2.06389036221011	4.50517868079302	-7.14474569227991	2.15325782057039e-06	0.000758664505447634	4.82807050866399	ENSMUSG00000005470	Asf1b	anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179]
-1.75350146418796	4.80816214133407	-7.07478060208062	2.43484341038699e-06	0.00083642958255319	4.82534193360126	ENSMUSG00000025747	Tyms	thymidylate synthase [Source:MGI Symbol;Acc:MGI:98878]
0.870905923312174	8.22300862670818	7.0555346392685	2.51885880976607e-06	0.000836489045003725	4.88021784968488	ENSMUSG00000002897	Il17ra	interleukin 17 receptor A [Source:MGI Symbol;Acc:MGI:107399]
1.10749684558623	7.51718768035845	7.03443426039333	2.6144552152611e-06	0.000836489045003725	4.88435836981729	ENSMUSG00000024251	Thada	thyroid adenoma associated [Source:MGI Symbol;Acc:MGI:3039623]
1.73383484708085	5.06612397078817	7.03374463786774	2.61764274326179e-06	0.000836489045003725	4.91747710178176	ENSMUSG00000038894	Irs2	insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334]
0.957333825608162	7.29376860530828	7.00974868076872	2.73111876219625e-06	0.000852915975257696	4.88364716744446	ENSMUSG00000020315	Sptbn1	spectrin beta, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98388]
0.918753327297601	10.0010122746729	6.87718334059304	3.4575647320358e-06	0.00105578659962009	4.29516481087388	ENSMUSG00000066278	Vps37b	vacuolar protein sorting 37B [Source:MGI Symbol;Acc:MGI:1916724]
0.827088128946328	7.65571481921812	6.85745832509279	3.58178991609672e-06	0.00106994293993663	4.58264704791369	ENSMUSG00000018209	Stk4	serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004]
-1.82538279854121	6.87102805053988	-6.84404240654009	3.6689330802445e-06	0.00107265552033276	4.63544819295587	ENSMUSG00000049103	Ccr2	chemokine (C-C motif) receptor 2 [Source:MGI Symbol;Acc:MGI:106185]
-1.56274097807101	8.40329507017153	-6.78428300514582	4.08480677047997e-06	0.00114229175209953	4.34663451557045	ENSMUSG00000075602	Ly6a	lymphocyte antigen 6 complex, locus A [Source:MGI Symbol;Acc:MGI:107527]
-2.20191006222453	5.07692015565284	-6.78206276846685	4.10117312162218e-06	0.00114229175209953	4.37538110363271	ENSMUSG00000055170	Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]
0.461660487209071	10.5156905349358	6.77462381009737	4.15650881340342e-06	0.00114229175209953	3.98322064553426	ENSMUSG00000020372	Rack1	receptor for activated C kinase 1 [Source:MGI Symbol;Acc:MGI:101849]
1.56134515791574	6.24154242033754	6.76130396236331	4.25754264646121e-06	0.00114711555892203	4.50904256075661	ENSMUSG00000032946	Rasgrp2	RAS, guanyl releasing protein 2 [Source:MGI Symbol;Acc:MGI:1333849]
-2.27746749579555	6.97813295538053	-6.73345426753764	4.47714484544171e-06	0.00118308552540797	4.43258872425406	ENSMUSG00000048521	Cxcr6	chemokine (C-X-C motif) receptor 6 [Source:MGI Symbol;Acc:MGI:1934582]
-6.92041685985255	2.53714066599442	-6.7033831912191	4.72756160749239e-06	0.00122568724619911	0.712507222394908	ENSMUSG00000040204	Pclaf	PCNA clamp associated factor [Source:MGI Symbol;Acc:MGI:1915276]
0.625252458026411	9.9362972350533	6.65841805813475	5.12956222974814e-06	0.00130528360368461	3.87100075412928	ENSMUSG00000001700	Gramd3	GRAM domain containing 3 [Source:MGI Symbol;Acc:MGI:1914815]
-2.53700101079182	6.62997691755272	-6.64500283500125	5.25627321058581e-06	0.00130627306094121	4.30056574769319	ENSMUSG00000039899	Fgl2	fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]
-1.01391860669371	7.91528039407432	-6.63801334760367	5.32357844499727e-06	0.00130627306094121	4.15098727207128	ENSMUSG00000036943	Rab8b	RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]
0.729337759235608	7.43742750965079	6.58541064483011	5.85980737577375e-06	0.00141262479211416	4.08988733576124	ENSMUSG00000091423	Gm17509	predicted gene, 17509 [Source:MGI Symbol;Acc:MGI:4937143]
-6.01444895007207	1.69538061922171	-6.53488669277985	6.42792610405262e-06	0.00152286435509978	0.486465318177181	ENSMUSG00000006310	Zbtb32	zinc finger and BTB domain containing 32 [Source:MGI Symbol;Acc:MGI:1891838]
0.864573077737504	7.14759608729623	6.48369199083921	7.06231058267475e-06	0.00164480016468701	3.95689657433991	ENSMUSG00000038612	Mcl1	myeloid cell leukemia sequence 1 [Source:MGI Symbol;Acc:MGI:101769]
-1.08258336644824	6.77842747241873	-6.45475691960317	7.449355547134e-06	0.00167970051078231	3.92606813400692	ENSMUSG00000003644	Rps6ka1	ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:104558]
-1.05300950314702	6.91488256950067	-6.45422723671155	7.45664297778332e-06	0.00167970051078231	3.91652612917174	ENSMUSG00000003623	Crot	carnitine O-octanoyltransferase [Source:MGI Symbol;Acc:MGI:1921364]
0.352008244817334	9.96826130961279	6.44042498035062	7.64917322755036e-06	0.00169527885999628	3.44368791134386	ENSMUSG00000032518	Rpsa	ribosomal protein SA [Source:MGI Symbol;Acc:MGI:105381]
-4.80889508385314	0.245493169357355	-6.42549850892155	7.86321503375853e-06	0.00171505456791867	0.17328761947624	ENSMUSG00000047898	Ccr4	chemokine (C-C motif) receptor 4 [Source:MGI Symbol;Acc:MGI:107824]
0.886772560974983	6.82739213964608	6.38932865109435	8.40811699564394e-06	0.00180524899433037	3.80809841121002	ENSMUSG00000039568	Ubald1	UBA-like domain containing 1 [Source:MGI Symbol;Acc:MGI:1916255]
-0.586229771938756	10.54409074872	-6.35577292561697	8.94877896022294e-06	0.00189177187219113	3.18893770531488	ENSMUSG00000021998	Lcp1	lymphocyte cytosolic protein 1 [Source:MGI Symbol;Acc:MGI:104808]
0.90131385108012	6.78125863131795	6.34429312382729	9.14194057733558e-06	0.00190332432535103	3.72568865887568	ENSMUSG00000021068	Nin	ninein [Source:MGI Symbol;Acc:MGI:105108]
-4.63892303370947	0.68310262116659	-6.33346042038341	9.32819006486784e-06	0.00191311432360222	0.103005590829387	ENSMUSG00000091407	Vmn2r117	vomeronasal 2, receptor 117 [Source:MGI Symbol;Acc:MGI:3648766]
-0.810374823007157	8.66757506145177	-6.32536612901453	9.46992913362192e-06	0.00191362200331028	3.4572382659603	ENSMUSG00000000682	Cd52	CD52 antigen [Source:MGI Symbol;Acc:MGI:1346088]
1.02933977266361	5.83032815252941	6.31304150679957	9.69005920135982e-06	0.0019297261374766	3.69954657788261	ENSMUSG00000030844	Rgs10	regulator of G-protein signalling 10 [Source:MGI Symbol;Acc:MGI:1915115]
0.816146337105559	9.5952708290783	6.27355787431091	1.04317806346812e-05	0.00204775853858793	3.19057427191575	ENSMUSG00000025357	Dgka	diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952]
1.05900414834046	7.11262721942212	6.25041835115042	1.08936612254406e-05	0.00210830702674337	3.503342579983	ENSMUSG00000034614	Pik3ip1	phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016]
-3.7452322264762	3.6661366567929	-6.22203496682569	1.14893780159799e-05	0.00218757213672548	2.19739155782499	ENSMUSG00000067235	H2-Q10	histocompatibility 2, Q region locus 10 [Source:MGI Symbol;Acc:MGI:95929]
0.898560904474692	8.74375773680712	6.20975719572641	1.1757457862078e-05	0.00218757213672548	3.23700006009095	ENSMUSG00000052040	Klf13	Kruppel-like factor 13 [Source:MGI Symbol;Acc:MGI:1354948]
-1.53840094080794	5.16798779251134	-6.18400343266929	1.23410976355481e-05	0.00218757213672548	3.44750988580889	ENSMUSG00000054206	Gzmm	granzyme M (lymphocyte met-ase 1) [Source:MGI Symbol;Acc:MGI:99549]
0.354796289364833	10.235019620352	6.18360943049806	1.23502567212918e-05	0.00218757213672548	2.92858623658494	ENSMUSG00000061904	Slc25a3	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3 [Source:MGI Symbol;Acc:MGI:1353498]
-1.04700179907366	7.37576529128474	-6.17324641174956	1.25937098227747e-05	0.00218757213672548	3.31323395745593	ENSMUSG00000050232	Cxcr3	chemokine (C-X-C motif) receptor 3 [Source:MGI Symbol;Acc:MGI:1277207]
1.3367777160693	6.15106456362182	6.17102019807527	1.26466562256068e-05	0.00218757213672548	3.43792503751137	ENSMUSG00000022885	St6gal1	beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]
-4.40555691653076	3.94217109621956	-6.16976417705399	1.26766303098134e-05	0.00218757213672548	2.47468385414968	ENSMUSG00000031004	Mki67	antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]
-0.831969343907426	8.48467474619078	-6.16938593556795	1.26856712282072e-05	0.00218757213672548	3.21320303131342	ENSMUSG00000020644	Id2	inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]
-1.41875806466328	6.71787087505839	-6.16728425516207	1.27360287415791e-05	0.00218757213672548	3.42896770582875	ENSMUSG00000007659	Bcl2l1	BCL2-like 1 [Source:MGI Symbol;Acc:MGI:88139]
-0.923182457210825	7.07775897903938	-6.15131991073051	1.31253847191336e-05	0.00222661619043969	3.3265876729341	ENSMUSG00000002870	Mcm2	minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380]
1.25796897153245	6.29883846964327	6.14322555782718	1.33274999910302e-05	0.00223333143142374	3.40263435124074	ENSMUSG00000037295	Ldlrap1	low density lipoprotein receptor adaptor protein 1 [Source:MGI Symbol;Acc:MGI:2140175]
1.0136157480412	7.46843073863514	6.11006182091775	1.41899325563807e-05	0.00232596442166666	3.22925542464432	ENSMUSG00000042524	Sun2	Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011]
-1.16769825375588	8.05579749278758	-6.10898695843508	1.42188349770759e-05	0.00232596442166666	3.17080047154293	ENSMUSG00000025809	Itgb1	integrin beta 1 (fibronectin receptor beta) [Source:MGI Symbol;Acc:MGI:96610]
-0.921373636717994	6.57245336248157	-6.04956435779578	1.59156049310482e-05	0.00257289796891215	3.195486793862	ENSMUSG00000087700	Gm15283	predicted gene 15283 [Source:MGI Symbol;Acc:MGI:3705161]
0.875934469841719	6.67753935858827	6.0263590282884	1.66340747435314e-05	0.0026343447858153	3.14447010936424	ENSMUSG00000035900	Gramd4	GRAM domain containing 4 [Source:MGI Symbol;Acc:MGI:2676308]
-0.610846154062132	9.38788250994614	-6.02493848233951	1.66791351696333e-05	0.0026343447858153	2.77167435744808	ENSMUSG00000053977	Cd8a	CD8 antigen, alpha chain [Source:MGI Symbol;Acc:MGI:88346]
-3.08658488038302	5.88138936985354	-6.00394438209712	1.73600403897303e-05	0.00266386130793235	3.1688349024711	ENSMUSG00000020914	Top2a	topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790]
-0.607384735192328	7.24564942411946	-6.0002786175304	1.74818583719504e-05	0.00266386130793235	3.02555971005523	ENSMUSG00000000088	Cox5a	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
1.02336905931465	7.80897707417983	5.99317576709256	1.77204244528427e-05	0.00266386130793235	2.93472975341423	ENSMUSG00000034613	Ppm1h	protein phosphatase 1H (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:2442087]
-0.643210325045885	9.04205587395747	-5.99216765689435	1.77545567992489e-05	0.00266386130793235	2.76262939303299	ENSMUSG00000022372	Sla	src-like adaptor [Source:MGI Symbol;Acc:MGI:104295]
0.800202943803114	6.78759014093133	5.98833018255522	1.78851099816906e-05	0.00266386130793235	3.03934188172826	ENSMUSG00000026313	Hdac4	histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]
-1.30958214262872	7.46456882081418	-5.98412866902925	1.80291901344668e-05	0.00266386130793235	3.01269776921238	ENSMUSG00000032089	Il10ra	interleukin 10 receptor, alpha [Source:MGI Symbol;Acc:MGI:96538]
-4.56416818251833	1.82170472570451	-5.97281943968241	1.84230216696997e-05	0.00269041442425767	0.374218986907275	ENSMUSG00000039396	Neil3	nei like 3 (E. coli) [Source:MGI Symbol;Acc:MGI:2384588]
0.325697048528653	11.3517743464983	5.9678048738101	1.86004927082802e-05	0.00269041442425767	2.24990962778764	ENSMUSG00000032399	Rpl4	ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141]
-0.995219976377454	8.78459727137592	-5.95452552503923	1.90790767990792e-05	0.00273089160725154	2.73001722427429	ENSMUSG00000061577	Adgrg5	adhesion G protein-coupled receptor G5 [Source:MGI Symbol;Acc:MGI:2685955]
-0.895203496464322	8.08361443515206	-5.9442472075449	1.9458258566493e-05	0.00273882809378153	2.83794881575755	ENSMUSG00000015355	Cd48	CD48 antigen [Source:MGI Symbol;Acc:MGI:88339]
0.773922240173871	10.0466820148896	5.94224145347543	1.9533160118666e-05	0.00273882809378153	2.50870407612107	ENSMUSG00000029826	Zc3hav1	zinc finger CCCH type, antiviral 1 [Source:MGI Symbol;Acc:MGI:1926031]
1.98965167875469	4.38834785137524	5.9246699737427	2.02022540649885e-05	0.00280403205158593	2.94515504581233	ENSMUSG00000015143	Actn1	actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]
1.74913697809298	5.12967852102558	5.89420634453556	2.14191245492813e-05	0.00292247184384067	2.97074239019445	ENSMUSG00000061859	Patj	PATJ, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1277960]
-1.75090149890422	5.18971607528611	-5.89270694712532	2.1480944343782e-05	0.00292247184384067	2.95566578797247	ENSMUSG00000005824	Tnfsf14	tumor necrosis factor (ligand) superfamily, member 14 [Source:MGI Symbol;Acc:MGI:1355317]
0.348047871848648	10.6956143681317	5.84075888375295	2.37409738526771e-05	0.00318197691314232	2.14682594827531	ENSMUSG00000003970	Rpl8	ribosomal protein L8 [Source:MGI Symbol;Acc:MGI:1350927]
0.914592375943466	6.44557250924412	5.83835119572633	2.38515116842776e-05	0.00318197691314232	2.82017690277083	ENSMUSG00000025880	Smad7	SMAD family member 7 [Source:MGI Symbol;Acc:MGI:1100518]
-1.80704817284559	5.36464345433728	-5.81782552801997	2.48157700721851e-05	0.00325192404069918	2.83173918014041	ENSMUSG00000038252	Ncapd2	non-SMC condensin I complex, subunit D2 [Source:MGI Symbol;Acc:MGI:1915548]
-4.11921568388965	0.494939231046101	-5.81547513274335	2.49287347073516e-05	0.00325192404069918	-0.251362016157489	ENSMUSG00000090304	Vmn2r99	vomeronasal 2, receptor 99 [Source:MGI Symbol;Acc:MGI:3644540]
3.16076304484571	4.85153108588437	5.81222546601037	2.50857978541673e-05	0.00325192404069918	2.57052378565544	ENSMUSG00000022965	Ifngr2	interferon gamma receptor 2 [Source:MGI Symbol;Acc:MGI:107654]
0.701093823349343	9.09175681607588	5.78973884211021	2.62010824234057e-05	0.00333691374133362	2.36814483957046	ENSMUSG00000000915	Hip1r	huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]
1.028480305358	6.04221126893115	5.78922602581098	2.62271074931978e-05	0.00333691374133362	2.73429675327991	ENSMUSG00000031239	Itm2a	integral membrane protein 2A [Source:MGI Symbol;Acc:MGI:107706]
1.13511554476709	7.25573166557693	5.7699949920286	2.72226411490685e-05	0.0034318010277922	2.56697853531223	ENSMUSG00000092060	Bend4	BEN domain containing 4 [Source:MGI Symbol;Acc:MGI:3648414]
1.28528098115411	5.10097879256477	5.75866727695865	2.78272735226971e-05	0.00347613241341255	2.7239280104409	ENSMUSG00000032528	Vipr1	vasoactive intestinal peptide receptor 1 [Source:MGI Symbol;Acc:MGI:109272]
1.5383150465038	5.25034648969211	5.74783523604774	2.84184548795295e-05	0.00351799989639293	2.6922185974794	ENSMUSG00000106086	Lef1os1	LEF1 opposite strand RNA 1 [Source:MGI Symbol;Acc:MGI:5663489]
0.71130128115986	7.40399778681788	5.72936798279737	2.9456495997485e-05	0.00361394385269144	2.50035409439037	ENSMUSG00000027634	Ndrg3	N-myc downstream regulated gene 3 [Source:MGI Symbol;Acc:MGI:1352499]
0.482949450407588	8.64714291518364	5.72040750816707	2.99742244004531e-05	0.0036449187388197	2.30043392909641	ENSMUSG00000028413	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]
0.349504758455224	9.61489701331898	5.71276612592001	3.04231727703511e-05	0.00366705979857364	2.09663045987388	ENSMUSG00000045128	Rpl18a	ribosomal protein L18A [Source:MGI Symbol;Acc:MGI:1924058]
-4.59332509361338	0.979360747188034	-5.70140860282052	3.11033474600413e-05	0.0037164443256385	-0.338583220909035	ENSMUSG00000031373	Car5b	carbonic anhydrase 5b, mitochondrial [Source:MGI Symbol;Acc:MGI:1926249]
-4.16688315649778	2.52624200424842	-5.69549495367291	3.14637110560828e-05	0.00372709356570374	0.834974093900993	ENSMUSG00000074476	Spc24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914879]
0.966439818649401	7.0664167124755	5.68496727060516	3.21159700035307e-05	0.00377184225485911	2.43719463386099	ENSMUSG00000016756	Cmah	cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:MGI Symbol;Acc:MGI:103227]
0.88469836498426	7.49935312208126	5.67372035785733	3.28282611130663e-05	0.00382282318605631	2.38660012529265	ENSMUSG00000102725	Gm37939	predicted gene, 37939 [Source:MGI Symbol;Acc:MGI:5611167]
0.746240307514947	9.25067012567975	5.66413954831832	3.34479169389091e-05	0.00384621187440944	2.09909259975074	ENSMUSG00000036478	Btg1	BTG anti-proliferation factor 1 [Source:MGI Symbol;Acc:MGI:88215]
0.63800359679463	8.18572432083908	5.6619849873855	3.35889254733376e-05	0.00384621187440944	2.24725446702661	ENSMUSG00000030067	Foxp1	forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]
-0.645546263342559	7.90564911900629	-5.64159629260491	3.49541226034328e-05	0.00396945949333695	2.23663826973325	ENSMUSG00000045826	Ptprcap	protein tyrosine phosphatase, receptor type, C polypeptide-associated protein [Source:MGI Symbol;Acc:MGI:97811]
-3.50213058348658	3.0469290428121	-5.63114608372323	3.56759690904008e-05	0.00401822533828851	1.3749744813554	ENSMUSG00000028832	Stmn1	stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]
0.546211194376776	8.76274779749718	5.61705449844899	3.66738256816285e-05	0.00409703283488827	2.06995153941204	ENSMUSG00000054892	Txk	TXK tyrosine kinase [Source:MGI Symbol;Acc:MGI:102960]
-3.35141721237855	3.58587608168542	-5.60842167911874	3.72993459894806e-05	0.00413330897775365	1.70741752528559	ENSMUSG00000017716	Birc5	baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]
-2.29331923986276	5.14205869069427	-5.59630829132614	3.81957129793165e-05	0.00419729816450876	2.41328652301225	ENSMUSG00000027715	Ccna2	cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]
-0.654287855437904	6.68133540827628	-5.59242569462488	3.84877060423625e-05	0.00419729816450876	2.307833883764	ENSMUSG00000097445	Gm26631	predicted gene, 26631 [Source:MGI Symbol;Acc:MGI:5477125]
